Date,Day of Week,Visits,Year,xmas,Class,days from christmas,spring,break,holiday,snowfall,snowclass,numsnowclass,weekday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday
3/15/16,Tuesday,1360,2,0,3,81,1,1,0,7,Medium,3,1,0,0,0,0,1,0,0
3/16/16,Wednesday,1169,2,0,3,82,1,1,0,1,Low,1,1,0,0,0,0,0,1,0
3/17/16,Thursday,1605,2,0,3,83,1,1,0,0,None,0,1,0,0,0,0,0,0,1
3/18/16,Friday,1650,2,0,3,84,1,1,0,0,None,0,0,1,0,0,0,0,0,0
3/19/16,Saturday,3152,2,0,3,85,1,1,0,0,None,0,0,0,1,0,0,0,0,0
3/20/16,Sunday,1488,2,0,3,86,1,1,0,0,None,0,0,0,0,1,0,0,0,0
3/21/16,Monday,668,2,0,2,87,1,1,0,0,None,0,1,0,0,0,1,0,0,0
3/22/16,Tuesday,705,2,0,2,88,1,1,0,0,None,0,1,0,0,0,0,1,0,0
3/23/16,Wednesday,715,2,0,2,89,1,1,0,1,Low,1,1,0,0,0,0,0,1,0
3/24/16,Thursday,950,2,0,2,90,1,1,0,3,Low,1,1,0,0,0,0,0,0,1
3/25/16,Friday,1951,2,0,3,91,1,1,0,4,MediumLow,2,0,1,0,0,0,0,0,0
3/26/16,Saturday,3789,2,0,3,92,1,1,0,0,None,0,0,0,1,0,0,0,0,0
3/27/16,Sunday,1969,2,0,3,93,1,1,0,3,Low,1,0,0,0,1,0,0,0,0
3/28/16,Monday,533,2,0,2,94,0,0,0,1,Low,1,1,0,0,0,1,0,0,0
3/29/16,Tuesday,2770,2,0,3,95,0,0,0,2,Low,1,1,0,0,0,0,1,0,0
3/30/16,Wednesday,840,2,0,2,96,0,0,0,0,None,0,1,0,0,0,0,0,1,0
3/31/16,Thursday,778,2,0,2,97,0,0,0,0,None,0,1,0,0,0,0,0,0,1
4/1/16,Friday,1093,2,0,3,98,0,0,0,0,None,0,0,1,0,0,0,0,0,0
4/2/16,Saturday,2372,2,0,3,99,0,0,0,0,None,0,0,0,1,0,0,0,0,0
4/3/16,Sunday,2074,2,0,3,100,0,0,0,0,None,0,0,0,0,1,0,0,0,0
4/4/16,Monday,355,2,0,1,101,0,0,0,0,None,0,1,0,0,0,1,0,0,0
4/5/16,Tuesday,568,2,0,2,102,0,0,0,3,Low,1,1,0,0,0,0,1,0,0
4/6/16,Wednesday,744,2,0,2,103,0,0,0,0,None,0,1,0,0,0,0,0,1,0
4/7/16,Thursday,956,2,0,2,104,0,0,0,0,None,0,1,0,0,0,0,0,0,1
4/8/16,Friday,860,2,0,2,105,0,0,0,0,None,0,0,1,0,0,0,0,0,0
4/9/16,Saturday,2484,2,0,3,106,0,0,0,0,None,0,0,0,1,0,0,0,0,0
4/10/16,Sunday,1603,2,0,3,107,0,0,0,0,None,0,0,0,0,1,0,0,0,0
4/11/16,Monday,407,2,0,1,108,0,0,0,0,None,0,1,0,0,0,1,0,0,0
4/12/16,Tuesday,237,2,0,1,109,0,0,0,0,None,0,1,0,0,0,0,1,0,0
4/13/16,Wednesday,316,2,0,1,110,0,0,0,2,Low,1,1,0,0,0,0,0,1,0
4/14/16,Thursday,398,2,0,1,111,0,0,0,3,Low,1,1,0,0,0,0,0,0,1
4/15/16,Friday,596,2,0,2,112,0,0,0,3,Low,1,0,1,0,0,0,0,0,0
4/16/16,Saturday,1910,2,0,3,113,0,0,0,0,None,0,0,0,1,0,0,0,0,0
4/17/16,Sunday,1918,2,0,3,114,0,0,0,0,None,0,0,0,0,1,0,0,0,0
11/25/16,Friday,2463,3,0,3,30,0,0,0,11,High,5,0,1,0,0,0,0,0,0
11/26/16,Saturday,2795,3,0,3,29,0,0,0,5,MediumLow,2,0,0,1,0,0,0,0,0
11/27/16,Sunday,1845,3,0,3,28,0,0,0,1,Low,1,0,0,0,1,0,0,0,0
11/28/16,Monday,650,3,0,2,27,0,0,0,7,Medium,3,1,0,0,0,1,0,0,0
11/29/16,Tuesday,461,3,0,1,26,0,0,0,0,None,0,1,0,0,0,0,1,0,0
11/30/16,Wednesday,454,3,0,1,25,0,0,0,1,Low,1,1,0,0,0,0,0,1,0
12/1/16,Thursday,626,3,0,2,24,0,0,0,6,Medium,3,1,0,0,0,0,0,0,1
12/2/16,Friday,697,3,0,2,23,0,0,0,2,Low,1,0,1,0,0,0,0,0,0
12/3/16,Saturday,3618,3,0,3,22,0,0,0,2,Low,1,0,0,1,0,0,0,0,0
12/4/16,Sunday,4574,3,0,3,21,0,0,0,19,High,5,0,0,0,1,0,0,0,0
12/5/16,Monday,1313,3,0,3,20,0,0,0,4,MediumLow,2,1,0,0,0,1,0,0,0
12/6/16,Tuesday,951,3,0,2,19,0,0,0,3,Low,1,1,0,0,0,0,1,0,0
12/7/16,Wednesday,712,3,0,2,18,0,0,0,0,None,0,1,0,0,0,0,0,1,0
12/8/16,Thursday,416,3,0,1,17,0,0,0,0,None,0,1,0,0,0,0,0,0,1
12/9/16,Friday,1982,3,0,3,16,0,0,0,6,Medium,3,0,1,0,0,0,0,0,0
12/10/16,Saturday,5745,3,0,3,15,0,0,0,10,MediumHigh,4,0,0,1,0,0,0,0,0
12/11/16,Sunday,4599,3,0,3,14,0,0,0,3,Low,1,0,0,0,1,0,0,0,0
12/12/16,Monday,831,3,0,2,13,0,0,0,3,Low,1,1,0,0,0,1,0,0,0
12/13/16,Tuesday,1038,3,0,3,12,0,0,0,0,None,0,1,0,0,0,0,1,0,0
12/14/16,Wednesday,965,3,0,2,11,0,0,0,0,None,0,1,0,0,0,0,0,1,0
12/15/16,Thursday,859,3,0,2,10,0,0,0,2,Low,1,1,0,0,0,0,0,0,1
12/16/16,Friday,1283,3,0,3,9,0,0,0,0,None,0,0,1,0,0,0,0,0,0
12/17/16,Saturday,3697,3,1,3,8,0,1,0,0,None,0,0,0,1,0,0,0,0,0
12/18/16,Sunday,4016,3,1,3,7,0,1,0,0,None,0,0,0,0,1,0,0,0,0
12/19/16,Monday,2031,3,1,3,6,0,1,0,4,MediumLow,2,1,0,0,0,1,0,0,0
12/20/16,Tuesday,2385,3,1,3,5,0,1,0,6,Medium,3,1,0,0,0,0,1,0,0
12/21/16,Wednesday,4244,3,1,3,4,0,1,0,1,Low,1,1,0,0,0,0,0,1,0
12/22/16,Thursday,2911,3,1,3,3,0,1,0,0,None,0,1,0,0,0,0,0,0,1
12/23/16,Friday,4516,3,1,3,2,0,1,0,3,Low,1,0,1,0,0,0,0,0,0
12/24/16,Saturday,2489,3,1,3,1,0,1,0,3,Low,1,0,0,1,0,0,0,0,0
12/25/16,Sunday,3293,3,1,3,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0
12/26/16,Monday,5608,3,1,3,1,0,1,0,0,None,0,1,0,0,0,1,0,0,0
12/27/16,Tuesday,4800,3,1,3,2,0,1,0,5,MediumLow,2,1,0,0,0,0,1,0,0
12/28/16,Wednesday,6983,3,1,3,3,0,1,0,13,High,5,1,0,0,0,0,0,1,0
12/29/16,Thursday,5218,3,1,3,4,0,1,0,0,None,0,1,0,0,0,0,0,0,1
12/30/16,Friday,6980,3,1,3,5,0,1,0,3,Low,1,0,1,0,0,0,0,0,0
12/31/16,Saturday,4235,3,1,3,6,0,1,0,0,None,0,0,0,1,0,0,0,0,0
1/1/17,Sunday,4195,3,1,3,7,0,1,1,9,MediumHigh,4,0,0,0,1,0,0,0,0
1/2/17,Monday,4523,3,1,3,8,0,1,0,6,Medium,3,1,0,0,0,1,0,0,0
1/3/17,Tuesday,1051,3,1,3,9,0,1,0,0,None,0,1,0,0,0,0,1,0,0
1/4/17,Wednesday,723,3,1,2,10,0,1,0,0,None,0,1,0,0,0,0,0,1,0
1/5/17,Thursday,1066,3,1,3,11,0,1,0,0,None,0,1,0,0,0,0,0,0,1
1/6/17,Friday,1401,3,1,3,12,0,1,0,0,None,0,0,1,0,0,0,0,0,0
1/7/17,Saturday,3652,3,1,3,13,0,1,0,0,None,0,0,0,1,0,0,0,0,0
1/8/17,Sunday,4572,3,1,3,14,0,1,0,2,Low,1,0,0,0,1,0,0,0,0
1/9/17,Monday,1031,3,0,3,15,0,0,0,4,MediumLow,2,1,0,0,0,1,0,0,0
1/10/17,Tuesday,932,3,0,2,16,0,0,0,3,Low,1,1,0,0,0,0,1,0,0
1/11/17,Wednesday,1542,3,0,3,17,0,0,0,3,Low,1,1,0,0,0,0,0,1,0
1/12/17,Thursday,1383,3,0,3,18,0,0,0,4,MediumLow,2,1,0,0,0,0,0,0,1
1/13/17,Friday,2363,3,0,3,19,0,0,0,3,Low,1,0,1,0,0,0,0,0,0
1/14/17,Saturday,5161,3,0,3,20,0,0,0,0,None,0,0,0,1,0,0,0,0,0
1/15/17,Sunday,7197,3,0,3,21,0,0,0,0,None,0,0,0,0,1,0,0,0,0
1/16/17,Monday,4251,3,0,3,22,0,0,1,0,None,0,1,0,0,0,1,0,0,0
1/17/17,Tuesday,164,3,0,1,23,0,0,0,0,None,0,1,0,0,0,0,1,0,0
1/18/17,Wednesday,160,3,0,1,24,0,0,0,2,Low,1,1,0,0,0,0,0,1,0
1/19/17,Thursday,714,3,0,2,25,0,0,0,2,Low,1,1,0,0,0,0,0,0,1
1/20/17,Friday,1811,3,0,3,26,0,0,0,3,Low,1,0,1,0,0,0,0,0,0
1/21/17,Saturday,5126,3,0,3,27,0,0,0,0,None,0,0,0,1,0,0,0,0,0
1/22/17,Sunday,4422,3,0,3,28,0,0,0,5,MediumLow,2,0,0,0,1,0,0,0,0
1/23/17,Monday,1139,3,0,3,29,0,0,0,2,Low,1,1,0,0,0,1,0,0,0
1/24/17,Tuesday,996,3,0,2,30,0,0,0,0,None,0,1,0,0,0,0,1,0,0
1/25/17,Wednesday,991,3,0,2,31,0,0,0,0,None,0,1,0,0,0,0,0,1,0
1/26/17,Thursday,1095,3,0,3,32,0,0,0,0,None,0,1,0,0,0,0,0,0,1
1/27/17,Friday,2546,3,0,3,33,0,0,0,0,None,0,0,1,0,0,0,0,0,0
1/28/17,Saturday,6260,3,0,3,34,0,0,0,0,None,0,0,0,1,0,0,0,0,0
1/29/17,Sunday,4525,3,0,3,35,0,0,0,0,None,0,0,0,0,1,0,0,0,0
1/30/17,Monday,1186,3,0,3,36,0,0,0,0,None,0,1,0,0,0,1,0,0,0
1/31/17,Tuesday,710,3,0,2,37,0,0,0,3,Low,1,1,0,0,0,0,1,0,0
2/1/17,Wednesday,1261,3,0,3,38,0,0,0,1,Low,1,1,0,0,0,0,0,1,0
2/2/17,Thursday,674,3,0,2,39,0,0,0,0,None,0,1,0,0,0,0,0,0,1
2/3/17,Friday,2020,3,0,3,40,0,0,0,0,None,0,0,1,0,0,0,0,0,0
2/4/17,Saturday,6437,3,0,3,41,0,0,0,9,MediumHigh,4,0,0,1,0,0,0,0,0
2/5/17,Sunday,6190,3,0,3,42,0,0,0,11,High,5,0,0,0,1,0,0,0,0
2/6/17,Monday,2387,3,0,3,43,0,0,0,19,High,5,1,0,0,0,1,0,0,0
2/7/17,Tuesday,1940,3,0,3,44,0,0,0,6,Medium,3,1,0,0,0,0,1,0,0
2/8/17,Wednesday,1287,3,0,3,45,0,0,0,0,None,0,1,0,0,0,0,0,1,0
2/9/17,Thursday,496,3,0,1,46,0,0,0,5,MediumLow,2,1,0,0,0,0,0,0,1
2/10/17,Friday,1305,3,0,3,47,0,0,0,2,Low,1,0,1,0,0,0,0,0,0
2/11/17,Saturday,4948,3,0,3,48,0,0,0,2,Low,1,0,0,1,0,0,0,0,0
2/12/17,Sunday,5441,3,0,3,49,0,0,0,0,None,0,0,0,0,1,0,0,0,0
2/13/17,Monday,1076,3,0,3,50,0,0,0,0,None,0,1,0,0,0,1,0,0,0
2/14/17,Tuesday,956,3,0,2,51,0,0,0,0,None,0,1,0,0,0,0,1,0,0
2/15/17,Wednesday,168,3,0,1,52,0,0,0,0,None,0,1,0,0,0,0,0,1,0
2/16/17,Thursday,803,3,0,2,53,0,0,0,1,Low,1,1,0,0,0,0,0,0,1
2/17/17,Friday,2360,3,0,3,54,0,0,0,3,Low,1,0,1,0,0,0,0,0,0
2/18/17,Saturday,4536,3,0,3,55,0,0,0,0,None,0,0,0,1,0,0,0,0,0
2/19/17,Sunday,5042,3,0,3,56,0,0,0,4,MediumLow,2,0,0,0,1,0,0,0,0
2/20/17,Monday,3993,3,0,3,57,0,0,1,7,Medium,3,1,0,0,0,1,0,0,0
2/21/17,Tuesday,2451,3,0,3,58,0,0,0,5,MediumLow,2,1,0,0,0,0,1,0,0
2/22/17,Wednesday,2232,3,0,3,59,0,0,0,6,Medium,3,1,0,0,0,0,0,1,0
2/23/17,Thursday,2300,3,0,3,60,0,0,0,0,None,0,1,0,0,0,0,0,0,1
2/24/17,Friday,2842,3,0,3,61,0,0,0,0,None,0,0,1,0,0,0,0,0,0
2/25/17,Saturday,5675,3,0,3,62,0,0,0,3,Low,1,0,0,1,0,0,0,0,0
2/26/17,Sunday,3901,3,0,3,63,0,0,0,0,None,0,0,0,0,1,0,0,0,0
2/27/17,Monday,925,3,0,2,64,0,0,0,4,MediumLow,2,1,0,0,0,1,0,0,0
2/28/17,Tuesday,1087,3,0,3,65,0,0,0,15,High,5,1,0,0,0,0,1,0,0
3/1/17,Wednesday,1329,3,0,3,66,0,0,0,1,Low,1,1,0,0,0,0,0,1,0
3/2/17,Thursday,1233,3,0,3,67,0,0,0,0,None,0,1,0,0,0,0,0,0,1
3/3/17,Friday,1812,3,0,3,68,0,0,0,1,Low,1,0,1,0,0,0,0,0,0
3/4/17,Saturday,7046,3,0,3,69,0,0,0,4,MediumLow,2,0,0,1,0,0,0,0,0
3/5/17,Sunday,5205,3,0,3,70,0,0,0,7,Medium,3,0,0,0,1,0,0,0,0
3/6/17,Monday,1142,3,0,3,71,0,0,0,5,MediumLow,2,1,0,0,0,1,0,0,0
3/7/17,Tuesday,996,3,0,2,72,0,0,0,4,MediumLow,2,1,0,0,0,0,1,0,0
3/8/17,Wednesday,1626,3,0,3,73,0,0,0,9,MediumHigh,4,1,0,0,0,0,0,1,0
3/9/17,Thursday,1166,3,0,3,74,0,0,0,8,MediumHigh,4,1,0,0,0,0,0,0,1
3/10/17,Friday,2502,3,0,3,75,0,0,0,4,MediumLow,2,0,1,0,0,0,0,0,0
3/11/17,Saturday,3230,3,0,3,76,0,0,0,0,None,0,0,0,1,0,0,0,0,0
3/12/17,Sunday,3038,3,0,3,77,0,0,0,0,None,0,0,0,0,1,0,0,0,0
3/13/17,Monday,240,3,0,1,78,1,1,0,0,None,0,1,0,0,0,1,0,0,0
3/14/17,Tuesday,154,3,0,1,79,1,1,0,0,None,0,1,0,0,0,0,1,0,0
3/15/17,Wednesday,409,3,0,1,80,1,1,0,0,None,0,1,0,0,0,0,0,1,0
3/16/17,Thursday,885,3,0,2,81,1,1,0,1,Low,1,1,0,0,0,0,0,0,1
3/17/17,Friday,1087,3,0,3,82,1,1,0,0,None,0,0,1,0,0,0,0,0,0
3/18/17,Saturday,1615,3,0,3,83,1,1,0,2,Low,1,0,0,1,0,0,0,0,0
3/19/17,Sunday,3949,3,0,3,84,1,1,0,0,None,0,0,0,0,1,0,0,0,0
3/20/17,Monday,751,3,0,2,85,1,1,0,0,None,0,1,0,0,0,1,0,0,0
3/21/17,Tuesday,391,3,0,1,86,1,1,0,1,Low,1,1,0,0,0,0,1,0,0
3/22/17,Wednesday,456,3,0,1,87,1,1,0,0,None,0,1,0,0,0,0,0,1,0
3/23/17,Thursday,861,3,0,2,88,1,1,0,1,Low,1,1,0,0,0,0,0,0,1
3/24/17,Friday,1410,3,0,3,89,1,1,0,9,MediumHigh,4,0,1,0,0,0,0,0,0
3/25/17,Saturday,3889,3,0,3,90,1,1,0,2,Low,1,0,0,1,0,0,0,0,0
3/26/17,Sunday,2161,3,0,3,91,1,1,0,1,Low,1,0,0,0,1,0,0,0,0
3/27/17,Monday,696,3,0,2,92,0,0,0,5,MediumLow,2,1,0,0,0,1,0,0,0
3/28/17,Tuesday,607,3,0,2,93,0,0,0,2,Low,1,1,0,0,0,0,1,0,0
3/29/17,Wednesday,310,3,0,1,94,0,0,0,5,MediumLow,2,1,0,0,0,0,0,1,0
3/30/17,Thursday,669,3,0,2,95,0,0,0,1,Low,1,1,0,0,0,0,0,0,1
3/31/17,Friday,1716,3,0,3,96,0,0,0,0,None,0,0,1,0,0,0,0,0,0
4/1/17,Saturday,1128,3,0,3,97,0,0,0,0,None,0,0,0,1,0,0,0,0,0
4/2/17,Sunday,2154,3,0,3,98,0,0,0,0,None,0,0,0,0,1,0,0,0,0
4/3/17,Monday,941,3,0,2,99,0,0,0,0,None,0,1,0,0,0,1,0,0,0
4/4/17,Tuesday,748,3,0,2,100,0,0,0,0,None,0,1,0,0,0,0,1,0,0
4/5/17,Wednesday,234,3,0,1,101,0,0,0,0,None,0,1,0,0,0,0,0,1,0
4/6/17,Thursday,417,3,0,1,102,0,0,0,1,Low,1,1,0,0,0,0,0,0,1
4/7/17,Friday,238,3,0,1,103,0,0,0,0,None,0,0,1,0,0,0,0,0,0
4/8/17,Saturday,2286,3,0,3,104,0,0,0,4,MediumLow,2,0,0,1,0,0,0,0,0
4/9/17,Sunday,3248,3,0,3,105,0,0,0,4,MediumLow,2,0,0,0,1,0,0,0,0
4/10/17,Monday,624,3,0,2,106,0,0,0,4,MediumLow,2,1,0,0,0,1,0,0,0
4/11/17,Tuesday,1274,3,0,3,107,0,0,0,3,Low,1,1,0,0,0,0,1,0,0
4/12/17,Wednesday,475,3,0,1,108,0,0,0,7,Medium,3,1,0,0,0,0,0,1,0
4/13/17,Thursday,834,3,0,2,109,0,0,0,2,Low,1,1,0,0,0,0,0,0,1
4/14/17,Friday,1255,3,0,3,110,0,0,0,3,Low,1,0,1,0,0,0,0,0,0
4/15/17,Saturday,2617,3,0,3,111,0,0,0,2,Low,1,0,0,1,0,0,0,0,0
4/16/17,Sunday,1949,3,0,3,112,0,0,0,0,None,0,0,0,0,1,0,0,0,0
4/17/17,Monday,343,3,0,1,113,0,0,0,2,Low,1,1,0,0,0,1,0,0,0
4/18/17,Tuesday,343,3,0,1,114,0,0,0,0,None,0,1,0,0,0,0,1,0,0
4/19/17,Wednesday,313,3,0,1,115,0,0,0,1,Low,1,1,0,0,0,0,0,1,0
4/20/17,Thursday,343,3,0,1,116,0,0,0,4,MediumLow,2,1,0,0,0,0,0,0,1
4/21/17,Friday,1823,3,0,3,117,0,0,0,0,None,0,0,1,0,0,0,0,0,0
4/22/17,Saturday,1659,3,0,3,118,0,0,0,0,None,0,0,0,1,0,0,0,0,0
4/23/17,Sunday,1625,3,0,3,119,0,0,0,1,Low,1,0,0,0,1,0,0,0,0
